popularity,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj,net_profit
0,Undisputed,Wesley Snipes|Ving Rhames|Peter Falk|Michael Rooker|Jon Seda,Walter Hill,sport,96,Action|Adventure|Drama|Thriller,Miramax Films|Amen Ra Films,60,6,2002,24245227,15030378,-9214849
0,The Sweetest Thing,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,Roger Kumble,roommate|marriage|bloopers during credits|aftercreditsstinger|duringcreditsstinger,84,Romance|Comedy,Konrad Pictures,164,5,2002,52127239,83278442,31151203
0,The Guru,Jimi Mistry|Heather Graham|Marisa Tomei|Michael McKean|Dash Mihok,Daisy von Scherler Mayer,sex|dancing master|new love|porn actor|porno scene,91,Comedy|Romance,Universal Pictures|Studio Canal,34,5,2002,0,0,0
0,Windtalkers,Nicolas Cage|Adam Beach|Peter Stormare|Noah Emmerich|Mark Ruffalo,John Woo,japan|world war ii|radio transmission|marine corps|us army,134,Drama|Action|History|War,Lion Rock Productions|Metro-Goldwyn-Mayer (MGM),207,5,2002,139410060,94105748,-45304312
0,John Q,Denzel Washington|Robert Duvall|Anne Heche|Kimberly Elise|Daniel E. Smith,Nick Cassavetes,father-son relationship|chicago|heart attack|kidnapper|heart disease,116,Drama|Thriller|Crime,New Line Cinema|Burg/Koules Productions|Evolution Entertainment,317,7,2002,43641410,123947387,80305977
0,Winnie the Pooh: A Very Merry Pooh Year,Jim Cummings|Peter Cullen|John Fiedler,Gary Katona|Ed Wexler,,65,Animation|Family,,14,7,2002,0,0,0
0,40 Days and 40 Nights,Josh Hartnett|Shannyn Sossamon|Adam Trese|Emmanuelle Vaugier|Barry Newman,Michael Lehmann,sex addiction|laundromat,94,Comedy|Romance,Miramax Films|Universal Pictures|Working Title Films,168,5,2002,20608443,0,-20608443
0,Barbie as Rapunzel,Kelly Sheridan|Anjelica Huston|Cree Summer|Ian James Corlett|Mark Hildreth,Owen Hurley,,84,Animation|Family,Rainmaker Entertainment,81,6,2002,0,0,0
0,Unfaithful,Richard Gere|Diane Lane|Olivier Martinez|Erik Per Sullivan|Zeljko Ivanek,Adrian Lyne,adultery|eroticism|literature|lover,124,Drama,Regency Enterprises|Fox 2000 Pictures|Epsilon Motion Pictures|Unfaithful Filmproduktion GmbH & Co. KG,138,6,2002,60613069,144426136,83813067
0,Changing Lanes,Ben Affleck|Samuel L. Jackson|Kim Staunton|Toni Collette|Sydney Pollack,Roger Michell,new york|custody battle|suspense|lawyer,89,Action|Adventure|Crime|Thriller,Paramount Pictures,169,5,2002,54551762,115086961,60535199
0,Punch-Drunk Love,Adam Sandler|Emily Watson|Philip Seymour Hoffman|Luis GuzmÃ¡n|Mary Lynn Rajskub,Paul Thomas Anderson,shyness|brother sister relationship|business man,95,Comedy|Drama|Romance,Columbia Pictures|New Line Cinema|Ghoulardi Film Company,268,6,2002,30306534,20608443,-9698091
0,K-19: The Widowmaker,Harrison Ford|Liam Neeson|Peter Sarsgaard|Joss Ackland|John Shrapnel,Kathryn Bigelow,submarine|union of soviet socialist republics|core melt|north atlantic|nuclear,138,Thriller|Drama|History,Paramount Pictures|Intermedia Films|National Geographic Society|New Regency Pictures|Palomar Pictures (II),146,6,2002,121226139,42633979,-78592160
0,Snow Queen,Bridget Fonda|Chelsea Hobbs|Jeremy Guilbaut|Robert Wisden,David Wu,,180,Adventure|Fantasy|Science Fiction|Family,,10,5,2002,0,0,0
0,Eight Legged Freaks,David Arquette|Kari Wuhrer|Scott Terra|Scarlett Johansson|Doug E. Doug,Ellory Elkayem,pick up|wetting pants|hockey mask|barbershop|perfume,99,Action|Comedy|Horror|Thriller,Village Roadshow Pictures|NPV Entertainment|Centropolis Entertainment|Electric Entertainment|Warner Bros.,143,5,2002,0,0,0
0,Cube 2: Hypercube,Kari Matchett|Geraint Wyn Davies|Grace Lynn Kung|Matthew Ferguson|Neil Crone,Andrzej Sekula,riddle|detective|claustrophobia|hacker|maze,94,Thriller|Science Fiction|Mystery,Lions Gate Films|Ghost House Pictures,175,5,2002,0,0,0
0,Queen of the Damned,Stuart Townsend|Aaliyah|Marguerite Moreau|Vincent PÃ©rez|Paul McGann,Michael Rymer,queen|rock star|secret society|vampire|light,101,Drama|Fantasy|Horror,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|WV Films LLC|Material,117,5,2002,42429148,55132569,12703421
0,Spy Kids 2: Island of Lost Dreams,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Steve Buscemi,Robert Rodriguez,spy|experiment|island|secret organization|wretch,100,Action|Adventure|Comedy|Family,Dimension Films,260,5,2002,46065932,145136004,99070072
0,The Land Before Time IX: Journey to the Big Water,John Ingle|Kenneth Mars|Miriam Flynn|Thomas Dekker|Anndi McAfee,Charles Grosvenor,,71,Animation|Family,Universal Studios|Universal Cartoon Studios,16,6,2002,0,0,0
0,Enough,Jennifer Lopez|Billy Campbell|Tessa Allen|Juliette Lewis|Dan Futterman,Michael Apted,waitress|violent husband|seattle|self-defense|violence against women,114,Action|Drama|Thriller,Columbia Pictures,153,6,2002,46065932,62796579,16730647
0,Friday After Next,Ice Cube|Mike Epps|John Witherspoon|Don Curry|Anna Maria Horsford,Marcus Raboy,guard|shopping mall|thief|drug,85,Comedy|Drama,New Line Cinema,51,6,2002,24245227,40643287,16398060
0,Return to Never Land,Harriet Owen|Blayne Weaver|Jeff Bennett|Kath Soucie|Corey Burton,Robin Budd|Donovan Cook,animation,72,Adventure|Fantasy|Animation|Family,Walt Disney Pictures|Walt Disney Television Animation|Walt Disney Animation Australia|DisneyToon Studios|Walt Disney Animation Canada,174,6,2002,24245227,133182288,108937061
0,Nicholas Nickleby,Charlie Hunnam|Nathan Lane|Jim Broadbent|Christopher Plummer|Jamie Bell,Douglas McGrath,,132,Adventure|Drama|Action|Family,United Artists Corporation|Hart-Sharp Entertainment|Potboiler Productions,26,6,2002,0,0,0
0,Life or Something Like It,Angelina Jolie|Edward Burns|Tony Shalhoub|Christian Kane|Melissa Errico,Stephen Herek,,103,Comedy|Drama|Romance,Regency Enterprises|Epsilon Motion Pictures|Davis Entertainment|New Regency Pictures|Monarchy Enterprises S.a.r.l.,57,5,2002,48490455,20454087,-28036368
0,Slackers,Jason Segel|Devon Sawa|Jason Schwartzman|Jaime King|Laura Prepon,Dewey Nicks,male nudity|drug abuse|job interview|eavesdropping|fall,86,Comedy|Romance,Sony Pictures|Screen Gems,29,5,2002,16971659,7775341,-9196318
0,Sorority Boys,Barry Watson|Michael Rosenbaum|Harland Williams|Melissa Sagemiller|Tony Denman,Wallace Wolodarsky,t shirt|drag|yearbook|roofie,93,Comedy,Touchstone Pictures,23,5,2002,14547136,0,-14547136
0,Interstate 60,James Marsden|Gary Oldman|Amy Smart|Christopher Lloyd|Chris Cooper,Bob Gale,motel|highway|road trip|surrealism|lawyer,116,Adventure|Comedy|Drama|Fantasy|Mystery,Fireworks Pictures,62,6,2002,8485829,0,-8485829
0,Chicago,Catherine Zeta-Jones|RenÃ©e Zellweger|Queen Latifah|Richard Gere|Christine Baranski,Rob Marshall,based on stage musical|prison matron|jazz age|nude man murdered,113,Action|Comedy|Crime|Drama|Music,Miramax Films|Producers Circle|Storyline Entertainment,361,6,2002,54551762,371893588,317341826
0,One Hour Photo,Robin Williams|Connie Nielsen|Michael Vartan|Erin Daniels|Eriq La Salle,Mark Romanek,cheating|supermarket|penalty|knife|photography,96,Horror|Thriller,Fox Searchlight Pictures|Catch 23 Entertainment,195,6,2002,14547136,63308297,48761161
0,Femme Fatale,Rebecca Romijn|Antonio Banderas|Peter Coyote|Rie Rasmussen|Gregg Henry,Brian De Palma,paris|france|new identity|paparazzi|cannes,114,Thriller|Crime|Romance,Epsilon Motion Pictures|Quinta Communications,63,6,2002,42429148,20413160,-22015988
0,Eight Crazy Nights,Adam Sandler|Jackie Sandler|Kevin Nealon|Austin Stout|Rob Schneider,Seth Kearsley,holiday|musical|beer|basketball|whiskey,76,Comedy|Animation,Columbia Pictures|Happy Madison Productions|Meatball Animation,52,5,2002,0,28891984,28891984
0,City By The Sea,Robert De Niro|James Franco|Frances McDormand|Eliza Dushku|George Dzundza,Michael Caton-Jones,murder|homicide detective,108,Drama|Thriller|Mystery,Warner Bros. Pictures|Epsilon Motion Pictures|Franchise Pictures|Brad Grey Pictures|Sea Breeze Productions Inc.,44,5,2002,48490455,27195769,-21294686
0,Ali G Indahouse,Sacha Baron Cohen|Michael Gambon|Charles Dance|Kellie Bright|Martin Freeman,Mark Mylod,hip-hop|prime minister|minister|queen elisabeth ii|rapper,85,Comedy,Universal Pictures|WT2 Productions,175,6,2002,0,0,0
0,Darkness,Anna Paquin|Lena Olin|Iain Glen|Giancarlo Giannini|Fele MartÃ­nez,Jaume BalaguerÃ³,loss of child|solar eclipse|haunted house|family|psychopathy,102,Horror,VÃ­a Digital|Filmax Entertainment|Dimension Films|Castelao Producciones,49,5,2002,0,0,0
0,Reign of Fire,Christian Bale|Matthew McConaughey|Izabella Scorupco|Gerard Butler|Alexander Siddig,Rob Bowman,dragon|evolution|fire chief|animated map|theatre audience,101,Action|Fantasy|Science Fiction|Thriller,The Zanuck Company|Spyglass Entertainment|World 2000 Entertainment|Touchstone Pictures|Tripod Entertainment,352,5,2002,72735683,52202378,-20533305
0,Showtime,Robert De Niro|Rachael Harris|Eddie Murphy|Zaid Farid|William Shatner,Tom Dey,police operation|police everyday life|fugitive,95,Action|Comedy,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Overbrook Entertainment,148,5,2002,103042218,94243300,-8798918
0,S1m0ne,Al Pacino|Rachel Roberts|Catherine Keener|Evan Rachel Wood|Jay Mohr,Andrew Niccol,film director|virtual reality|computer simulation|film industry|spectacle,117,Comedy|Drama|Science Fiction,New Line Cinema|Niccol Films,137,5,2002,0,23731256,23731256
0,High Crimes,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott,Carl Franklin,based on novel|witness|village|court|love,115,Drama|Mystery|Thriller|Crime,Twentieth Century Fox Film Corporation|Regency Enterprises|Monarch Pictures|Epsilon Motion Pictures|New Regency Pictures,91,6,2002,50914978,77320225,26405247
0,Moonlight Mile,Jake Gyllenhaal|Dustin Hoffman|Susan Sarandon|Aleksia Landeau|Ellen Pompeo,Brad Silberling,,117,Romance|Drama,Punch Productions|Touchstone Pictures|Hyde Park Entertainment|Reveal Entertainment|Gran Via,23,6,2002,25457489,12136009,-13321480
0,Hart's War,Bruce Willis|Colin Farrell|Terrence Howard|Marcel IureÈ™|Cole Hauser,Gregory Hoblit,black people|world war ii|prisoner of war|prisoner of war camp|us army,125,Drama|War,David Foster Productions|Cheyenne Enterprises|Metro-Goldwyn-Mayer (MGM)|David Ladd Films,138,5,2002,84858297,39140336,-45717961
0,About Schmidt,Jack Nicholson|Kathy Bates|Hope Davis|Dermot Mulroney|June Squibb,Alexander Payne,channel surfing|mullet|self narration|moral story|spiritual journey,125,Drama|Comedy,New Line Cinema|Avery Pix,167,6,2002,36367841,128299146,91931305
0,Blue Crush,Kate Bosworth|Matthew Davis|Michelle Rodriguez|Sanoe Lake|Mika Boorem,John Stockwell,sea|surfer|hawaii|sport|job,104,Adventure,Imagine Entertainment|Mikona Productions GmbH & Co. KG|Universal Pictures|Shutt/Jones Productions,96,5,2002,30306534,62846878,32540344
0,Blood Work,Clint Eastwood|Jeff Daniels|Anjelica Huston|Wanda De Jesus|Tina Lifford,Clint Eastwood,houseboat|heart|investigation|police|ex-cop,110,Crime|Drama|Mystery|Thriller,Malpaso Productions|Warner Bros. Pictures,89,5,2002,60613069,31760662,-28852407
0,Solaris,George Clooney|Natascha McElhone|Viola Davis|Jeremy Davies|Ulrich Tukur,Steven Soderbergh,clone|loss of sense of reality|hallucination|space travel|grief,99,Drama|Science Fiction|Mystery|Romance,Twentieth Century Fox Film Corporation|Lightstorm Entertainment,196,5,2002,56976285,36371185,-20605100
0,The Banger Sisters,Goldie Hawn|Susan Sarandon|Geoffrey Rush|Erika Christensen|Robin Thomas,Bob Dolman,tattoo|rock star|groupie|past|spieÃŸerleben,98,Comedy|Drama,Fox Searchlight Pictures,32,5,2002,12122613,0,-12122613
0,The Four Feathers,Heath Ledger|Wes Bentley|Kate Hudson|Djimon Hounsou|Michael Sheen,Shekhar Kapur,islam|sex|loyalty|bravery|army,132,War|Adventure|Drama|Romance,Paramount Pictures|Miramax Films|Marty Katz Productions|Jaffilms Inc.|Dune Films,81,6,2002,42429148,36225576,-6203572
0,The Quiet American,Michael Caine|Brendan Fraser|Äá»— Thá»‹ Háº£i Yáº¿n|Tzi Ma|Rade Serbedzija,Phillip Noyce,terror|journalist|lover (female)|saigon|indochina,101,Drama|Action|Thriller|Romance,Miramax Films|Intermedia Films|Mirage Enterprises,34,5,2002,36367841,33548272,-2819569
0,Balto II: Wolf Quest,Maurice LaMarche|Jodi Benson|Lacey Chabert|David Carradine|Mark Hamill,Phil Weinstein,,75,Family|Animation|Adventure,Universal Studios,47,6,2002,0,0,0
0,The Magdalene Sisters,Anne-Marie Duff|Nora-Jane Noone|Eileen Walsh|Mary Murray|Dorothy Duffy,Peter Mullan,girls' boarding school|sexual harassment|punishment|irish|ireland,119,Drama|Foreign,Film Council|Scottish Screen|BÃ³rd ScannÃ¡n na hÃ‰ireann,44,7,2002,0,25405363,25405363
0,The New Guy,DJ Qualls|Eliza Dushku|Zooey Deschanel|Lyle Lovett|Jerod Mixon,Ed Decter,prison|dual identity|identity|loser|high school,88,Comedy|Family,Revolution Studios|Frontier Pictures|Bedlam Pictures,67,5,2002,15759398,0,-15759398
0,The Mothman Prophecies,Richard Gere|Laura Linney|Will Patton|Bob Tracey|Debra Messing,Mark Pellington,dream|hallucination|alien life-form|tumor|hospital,119,Drama|Mystery|Thriller|Horror,Lakeshore Entertainment,135,5,2002,38792364,66865355,28072991
0,Dinotopia,Tyron Leitso|David Thewlis|Wentworth Miller|Katie Carr,Marco Brambilla,island|dinosaur,250,Action|Adventure|Family|Fantasy|Science Fiction,,47,5,2002,0,0,0
0,Snow Dogs,James Coburn|SisqÃ³|Nichelle Nichols|Cuba Gooding Jr.|M. Emmet Walsh,Brian Levant,adoption|log cabin|alaska|sled dogs,99,Adventure|Comedy|Family,Walt Disney Pictures,101,5,2002,40004625,0,-40004625
0,Far from Heaven,Julianne Moore|Dennis Quaid|Dennis Haysbert|Patricia Clarkson|Viola Davis,Todd Haynes,black people|wife husband relationship|botanist|homosexuality,107,Drama|Romance,Clear Blue Sky Productions,57,6,2002,16365528,35189419,18823891
0,The Rookie,Dennis Quaid|Rachel Griffiths|Beth Grant|Angus T. Jones|Brian Cox,John Lee Hancock,father-son relationship|baseball|sports team|sport|life's dream,127,Drama|Family,Walt Disney Pictures|Gran Via Productions|98 MPH Productions,42,6,2002,24245227,91643375,67398148
0,Bad Company,Anthony Hopkins|Chris Rock|Peter Stormare|Gabriel Macht|Kerry Washington,Joel Schumacher,ambush|cia|assassin|nightclub|hustler,116,Action|Adventure|Comedy|Thriller,Jerry Bruckheimer Films|Touchstone Pictures|Stillking Films,121,5,2002,84858297,79981727,-4876570
0,Sniper 2,Tom Berenger|Bokeem Woodbine|Erika MarozsÃ¡n|TamÃ¡s PuskÃ¡s|Dan Butler,Craig R. Baxley,blood splatter|betrayal|man hunt|rescue mission|duel,97,Action,Sandstorm Films,14,5,2002,6061306,0,-6061306
0,Confessions of a Dangerous Mind,Sam Rockwell|Drew Barrymore|Julia Roberts|Rutger Hauer|Brad Pitt,George Clooney,microfilm|biography|silencer|intrigue,113,Comedy|Crime|Drama|Romance|Thriller,Miramax Films|Allied Filmmakers|Mad Chance,137,6,2002,36367841,40021361,3653520
0,The Rules of Attraction,James Van Der Beek|Shannyn Sossamon|Ian Somerhalder|Jessica Biel|Kate Bosworth,Roger Avary,love triangle|independent film|multiple narrators|multiple storylines,110,Romance|Comedy|Drama,Kingsgate Films,87,6,2002,4849045,0,-4849045
0,My Little Eye,Sean Cw Johnson|Kris Lemche|Stephen O'Reilly|Laura Regan|Jennifer Sky,Marc Evans,camera|video surveillance|murder|observation,95,Horror|Thriller,Universal Pictures|StudioCanal|Working Title Films|WT2 Productions|imX Communications,16,6,2002,3636784,0,-3636784
0,Hellraiser: Hellseeker,Dean Winters|Ashley Laurence|Rachel Hayward|Sarah-Jane Redmond|Doug Bradley,Rick Bota,hallucination|supernatural|pinhead|psychiatry|guilty conscience,89,Horror|Thriller|Mystery,Miramax Films|Neo Art & Logic|Dimension Films|Cold Day Ltd.,33,5,2002,3636784,0,-3636784
0,Killing Me Softly,Heather Graham|Joseph Fiennes|Natascha McElhone|Ulrich Thomsen|Ian Hart,Chen Kaige,sex|bondage|obsession|nudity|dangerous,100,Drama|Thriller|Mystery|Romance,"Montecito Picture Company, The|Noelle Entertainment Limited",41,5,2002,0,0,0
0,Taken,Dakota Fanning|Matt Frewer|Eric Close|Emily Bergl|Heather Donahue,Breck Eisner|FÃ©lix EnrÃ­quez AlcalÃ¡|John Fawcett|Tobe Hooper|Jeremy Kagan|Michael Katleman|Sergio Mimica-Gezzan|Bryan Spicer|Thomas J. Wright,,877,Science Fiction,DreamWorks,38,6,2002,0,0,0
0,Ballistic: Ecks vs. Sever,Antonio Banderas|Lucy Liu|Gregg Henry|Ray Park|Talisa Soto,Wych Kaosayananda,loss of family|enemy|adversary|agent,91,Action|Adventure|Thriller,Epsilon Motion Pictures|Franchise Pictures|Dante Entertainment|Chris Lee Productions|SuperMega,35,4,2002,84858297,24153136,-60705161
0,Analyze That,Robert De Niro|Billy Crystal|Lisa Kudrow|Joe Viterelli|Cathy Moriarty,Harold Ramis,prison|gold|therapist|gangster,96,Comedy|Crime,Village Roadshow Pictures|NPV Entertainment|Warner Bros.|Tribeca Productions|Baltimore Spring Creek Pictures,197,5,2002,0,0,0
0,Trapped,Charlize Theron|Kevin Bacon|Courtney Love|Stuart Townsend|Dakota Fanning,Luis Mandoki,ransom|hostage|kidnapper|telephone|psychopath,106,Action|Crime|Drama|Thriller,Senator Film Produktion|Propaganda Films|Colombia Pictures,72,5,2002,36367841,8385053,-27982788
0,Derailed,Jean-Claude Van Damme|Tomas Arana|Laura Harring|Simona Williams|Susan Gibney,Bob Misiorowski,biological weapon|train|train explosion|runaway train,89,Action|Thriller,777 Films Corporation|Halt Productions,20,3,2002,0,0,0
0,Hollywood Ending,Woody Allen|George Hamilton|TÃ©a Leoni|Debra Messing|Mark Rydell,Woody Allen,blindness and impaired vision|creative crisis|film director,112,Comedy|Drama,DreamWorks SKG,54,6,2002,19396182,0,-19396182
0,Spun,Jason Schwartzman|Mickey Rourke|Brittany Murphy|John Leguizamo|Chloe Hunter,Jonas Ã…kerlund,independent film|speed freak|junky cop|boy toy|porn magazine,101,Comedy|Crime|Drama,Muse Productions|Brink Films|Silver Nitrate,54,6,2002,2424522,0,-2424522
0,Clockstoppers,Jesse Bradford|Paula GarcÃ©s|Robin Thomas|French Stewart|Michael Biehn,Jonathan Frakes,time|airplane|youth|wristwatch,94,Adventure|Family|Science Fiction|Thriller,Paramount Pictures|Nickelodeon Movies|Valhalla Motion Pictures,47,4,2002,31518796,47027599,15508803
0,Halloween: Resurrection,Jamie Lee Curtis|Brad Loree|Busta Rhymes|Bianca Kajlich|Katee Sackhoff,Rick Rosenthal,brother sister relationship|innocence|serial killer|michael myers,94,Horror|Thriller,Dimension Films,106,4,2002,15759398,45659649,29900251
0,Salton Sea,Val Kilmer|Vincent D'Onofrio|Adam Goldberg|Luis GuzmÃ¡n|Doug Hutchison,D.J. Caruso,dual identity|identity|war on drugs|jazz musician|drug scene,103,Drama|Mystery|Thriller,Castle Rock Entertainment|Darkwoods Productions,35,6,2002,21820705,820334,-21000371
0,Dog Soldiers,Sean Pertwee|Kevin McKidd|Emma Cleasby|Liam Cunningham|Thomas Lockyer,Neil Marshall,werewolf,105,Horror|Action|Thriller,Carousel Picture Company|The Noel Gay Motion Picture Company|Kismet Entertainment Group|The Victor Film Company|Luxembourg Film Fund,80,6,2002,0,0,0
0,The House on Turk Street,Samuel L. Jackson|Milla Jovovich|Stellan SkarsgÃ¥rd|Doug Hutchison|Joss Ackland,Bob Rafelson,suicide|new york|female nudity|insulin|flying,97,Action|Crime|Drama|Mystery|Thriller,Remstar Productions|ApolloMedia Distribution|Kismet Entertainment Group|Seven Arts Films,26,5,2002,14547136,0,-14547136
0,Big Fat Liar,Frankie Muniz|Paul Giamatti|Amanda Bynes|Amanda Detmer|Donald Faison,Shawn Levy,screenplay|film producer|auto|right and justice|liar,88,Comedy|Family,Universal Pictures,95,5,2002,18183920,64213502,46029582
0,The Count of Monte Cristo,Jim Caviezel|Guy Pearce|Richard Harris|James Frain|Dagmara DomiÅ„czyk,Kevin Reynolds,loss of lover|lover (female)|ex-lover|torture|napoleon bonaparte,131,Action|Adventure|Drama|Thriller,Spyglass Entertainment|World 2000 Entertainment|Count of Monte Cristo Ltd.|Touchstone Pictures,278,7,2002,0,91398505,91398505
